book_id,title,description,clean_author,year,main_category,simple_category,avg_rating,review_count,popularity_score
3599,"Positively Fifth Street: Murderers, Cheetahs, and Binion's World Series of Poker","Rough sex, black magic, murder, and the science-and eros-of gambling meet in the ultimate book about Las Vegas James McManus was sent to Las Vegas by Harper's to cover the World Series of Poker in 2000, especially the mushrooming progress of women in the $23 million event, and the murder of Ted Binion, the tournament's prodigal host, purportedly done in by a stripper and her boyfriend with a technique so outré it took a Manhattan pathologist to identify it. Whether a jury would convict the attractive young couple was another story altogether. McManus risks his entire Harper's advance in a long-shot attempt to play in the tournament himself. Only with actual table experience, he tells his skeptical wife, can he capture the hair-raising brand of poker that determines the world champion. The heart of the book is his deliciously suspenseful account of the tournament itself-the players, the hand-to-hand combat, and his own unlikely progress in it. Written in the tradition of The Gambler and The Biggest Game in Town, Positively Fifth Street is a high-stakes adventure, a penetrating study of America's card game, and a terrifying but often hilarious account of one man's effort to understand what Edward O. Wilson has called ""Pleistocene exigencies""-the eros and logistics of our primary competitive instincts.",James McManus,2007,Games & Activities,Other,3.717557251908397,131,3.8723173580378267
3600,Possessing the Secret of Joy,"An American woman struggles with the genital mutilation she endured as a child in Africa in a New York Times bestseller “as compelling as The Color Purple” (San Francisco Chronicle). In Tashi’s tribe, the Olinka, young girls undergo female genital mutilation as an initiation into the community. Tashi manages to avoid this fate at first, but when pressed by tribal leaders, she submits. Years later, married and living in America as Evelyn Johnson, Tashi’s inner pain emerges. As she questions why such a terrifying, disfiguring sacrifice was required, she sorts through the many levels of subjugation with which she’s been burdened over the years. In Possessing the Secret of Joy, Alice Walker exposes the abhorrent practice of female genital mutilation in an unforgettable, moving novel. This ebook features an illustrated biography of Alice Walker including rare photos from the author’s personal collection. Possessing the Secret of Joy is the 3rd book in the Color Purple Collection, which also includes The Color Purple and The Temple of My Familiar.",Alice Walker,2011,Fiction,Fiction,4.295081967213115,61,4.237890493455668
3601,Possum living: How to live well without a job and with almost no money,"After being out of print for decades, Possum Living: How to Live Well Without a Job and (Almost) No Money is being reissued with an afterword by an older and wiser Dolly Freed. In the late seventies, at the age of eighteen and with a seventh-grade education, Dolly Freed wrote Possum Livingabout the five years she and her father lived off the land on a half-acre lot outside of Philadelphia. At the time of its publication in 1978, Possum Living became an instant classic, known for its plucky narration and no-nonsense practical advice on how to quit the rat race and live frugally. In her delightful, straightforward, and irreverent style, Freed guides readers on how to buy and maintain a home, dress well, cope with the law, stay healthy, save money, and be lazy, proud, miserly, and honest, all while enjoying leisure and keeping up a middle-class façade. Thirty years later, Freed's philosophy is world-renowned andPossum Living remains as fascinating, inspirational, and pertinent as it was upon its original publication. This updated edition includes new reflections, insights, and life lessons from an older and wiser Dolly Freed, whose knowledge of how to live like a possum has given her financial security and the confidence to try new ventures.",Dolly Freed,2019,Biography & Autobiography,Biography & Autobiography,3.6621621621621623,74,3.9062892242835545
3602,Post Captain,"“If Jane Austen had written rousing sea yarns, she would have produced something very close to the prose of Patrick O'Brian.” —Time It’s 1802. The Treaty of Amiens has brought an end to the hostilities between Great Britain and France. Captain Jack Aubrey and his friend, naval surgeon Stephen Maturin, are enjoying the respite in the English countryside, besotted with two beautiful cousins, Sophie Williams and Diana Villiers—until Aubrey loses his fortune and they flee to France to escape his creditors. While in France, Napoleon smashes the Peace of Amiens and war begins anew. Aubrey and Maturin, now finding themselves behind enemy lines, make their way back to England. Maturin is sent to Spain on an intelligence-gathering mission and the now-solvent Aubrey assumes command of a strange warship, pursuing his quarry straight into the mouth of a French-held harbor. Amidst the rollicking adventures at sea and mishaps on land, Aubrey and Maturin’s friendship is tested by their romantic entanglements with the cousins in this brilliant second installment of the epic series.",Patrick OBrian,1990,Fiction,Fiction,4.359223300970874,103,4.291513108186988
3603,"Post Captain: Aubrey/Maturin Series, Book 2","“If Jane Austen had written rousing sea yarns, she would have produced something very close to the prose of Patrick O'Brian.” —Time It’s 1802. The Treaty of Amiens has brought an end to the hostilities between Great Britain and France. Captain Jack Aubrey and his friend, naval surgeon Stephen Maturin, are enjoying the respite in the English countryside, besotted with two beautiful cousins, Sophie Williams and Diana Villiers—until Aubrey loses his fortune and they flee to France to escape his creditors. While in France, Napoleon smashes the Peace of Amiens and war begins anew. Aubrey and Maturin, now finding themselves behind enemy lines, make their way back to England. Maturin is sent to Spain on an intelligence-gathering mission and the now-solvent Aubrey assumes command of a strange warship, pursuing his quarry straight into the mouth of a French-held harbor. Amidst the rollicking adventures at sea and mishaps on land, Aubrey and Maturin’s friendship is tested by their romantic entanglements with the cousins in this brilliant second installment of the epic series.",Patrick OBrian,1990,Fiction,Fiction,4.359223300970874,103,4.291513108186988
3604,Post Captain (Master and Commander Series),"“If Jane Austen had written rousing sea yarns, she would have produced something very close to the prose of Patrick O'Brian.” —Time It’s 1802. The Treaty of Amiens has brought an end to the hostilities between Great Britain and France. Captain Jack Aubrey and his friend, naval surgeon Stephen Maturin, are enjoying the respite in the English countryside, besotted with two beautiful cousins, Sophie Williams and Diana Villiers—until Aubrey loses his fortune and they flee to France to escape his creditors. While in France, Napoleon smashes the Peace of Amiens and war begins anew. Aubrey and Maturin, now finding themselves behind enemy lines, make their way back to England. Maturin is sent to Spain on an intelligence-gathering mission and the now-solvent Aubrey assumes command of a strange warship, pursuing his quarry straight into the mouth of a French-held harbor. Amidst the rollicking adventures at sea and mishaps on land, Aubrey and Maturin’s friendship is tested by their romantic entanglements with the cousins in this brilliant second installment of the epic series.",Patrick OBrian,1990,Fiction,Fiction,4.355769230769231,104,4.2897881785527465
3605,Postcards,"From the bestselling author of The Shipping News comes Postcards, the tale of the Blood family, New England farmers who must confront the twentieth century -- and their own extinction. As the family slowly disintegrates, its members struggle valiantly against the powerful forces of loneliness and necessity, seeking a sense of home and place forever lost. Loyal Blood, eldest son, is forced to abandon the farm when he takes his lover's life, thus beginning a quintessentially American odyssey of solitude and adventure. Yearning for love, yet forced by circumstance to be always alone, Loyal comes to symbolize the alienation and frustration behind the American dream.",Annie Proulx,1994,Fiction,Fiction,3.676470588235294,68,3.9246180614692783
3606,Postern of Fate,"Tommy and Tuppence Beresford have just become the proud owners of an old house in an English village. Along with the property, they have inherited some worthless bric-a-brac, including a collection of antique books. While rustling through a copy of The Black Arrow, Tuppence comes upon a series of apparently random underlinings. However, when she writes down the letters, they spell out a very disturbing message: ""Mary Jordan did not die naturally."" And sixty years after their first murder, Mary Jordan's enemies are still ready to kill. . . .",Agatha Christie,2012,Fiction,Fiction,2.3333333333333335,54,3.3443210266841517
3607,Postmortem,"Discover the “dazzling…fascinating” (Los Angeles Times) forensic thriller that launched the New York Times bestselling Kay Scarpetta series from #1 bestselling crime writer Patricia Cornwell. Under cover of night in Richmond, Virginia, a monster strikes, leaving a gruesome trail of stranglings that has paralyzed the city. Medical examiner Kay Scarpetta suspects the worst: a deliberate campaign by a brilliant serial killer whose signature offers precious few clues. With an unerring eye, she calls on the latest advances in forensic research to unmask the madman. But this investigation will test Kay like no other, because it’s being sabotaged from within—and someone wants her dead.",Patricia Cornwell,2009,Fiction,Fiction,4.1265822784810124,237,4.1389874244219005
3608,Potent Pleasures,"Nothing is more seductive than temptation. Reckless desire sends Charlotte Daicheston into the garden with a dashing masked stranger. He's powerful, unforgettable, a devastatingly handsome footman who lures her - not against her will - into a grand indiscretion at a masquerade ball. Then he vanishes. Several years later, after Charlotte has made her dazzling debut in London society, they meet again. But the rogue is no footman. He's rich, titled, and he doesn't remember Charlotte. Worse, he's the subject of some scandalous gossip: rumour has it, the earl's virility is in question. Charlotte, who knows all too intimately the power of his passion, is stunned by the gossip that has set society ablaze. At last, there can be a storybook ending...unless, of course, Charlotte's one mad indiscretion had not been with him at all....",Eloisa James,2014,England,Other,3.3660714285714284,112,3.6665209162452777
3609,Potty Train Your Child in Just One Day: Proven Secrets of the Potty Pro [toilet training],"Finally...a fun, easy-to-use guide to potty training any child in just ONE DAY Just think, from the time babies are born until they are toilet trained, they use an average of 4,000 diapers! Potty Train Your Child in Just One Day is the helpful guide you've been waiting for to get your child out of diapers and turn the potentially terrifying process of toilet training into an effective and enjoyable bonding experience with your child. Teri guides parents to the successful one-day potty training of their child by teaching them how to: • Look for the signs that your child is ready to be potty trained • Make the potty connection by using a potty-training doll • Create incentive through consistent positive reinforcement • Use charts, quizzes, and checklists to help with every step of potty training • Know when it's time to bring in a potty pinch hitter • Complete your potty training -- no more accidents Once Teri teaches you her techniques, she shares her secret -- potty parties! She has carefully designed twelve imaginative themes for parties, such as a seriously silly circus, a cartoon character carnival, or a magic carpet express, and supplies parents with everything they will need. Teri has proven that a potty party day engages a child in potty training in a way that no other method has before -- by speaking a toddler's language. A party may translate to fun, games, cake, candy, presents, and prizes to a child, but with Teri's expertise, parents can use it as a tool to motivate their child to want to go to the bathroom -- and to keep on going. That's why it works in just one day!",Teri Crane,2006,Family & Relationships,Family & Relationships,4.115107913669065,139,4.137128442036344
3610,Power of Babel,"There are approximately six thousand languages on Earth today, each a descendant of the tongue first spoken by Homo sapiens some 150,000 years ago. While laying out how languages mix and mutate over time, linguistics professor John McWhorter reminds us of the variety within the species that speaks them, and argues that, contrary to popular perception, language is not immutable and hidebound, but a living, dynamic entity that adapts itself to an ever-changing human environment. Full of humor and imaginative insight, The Power of Babel draws its illustrative examples from languages around the world, including pidgins, Creoles, and nonstandard dialects.",John McWhorter,2003,Language Arts & Disciplines,Other,3.7972972972972974,74,3.9782316703267204
3611,Power of Impossible Thinking,"50,000 copies sold, now in paperback... If you can think impossible thoughts, then you can do impossible things!! The power of change: create new thinking for new solutions! Includes a new introduction demonstrating the ""power of impossible thinking,"" plus access to exclusive book summary and authors' interview at the book's companion Web site. The Power of Impossible Thinking is about getting better at making sense of what's going on around you so you can make decisions that respond to reality, not inaccurate or obsolete models of the world. This bestseller reveals how mental models stand between you and the truth and how to transform them into your biggest advantage! Learn how to develop new ways of seeing, when to change to a new model, how to swap amongst a portfolio of models, how to understand complex environments and how to do ""mind R and D,"" improving models through constant experimentation. Jerry Wind and Colin Crook review why it's so hard to change mental models and offer practical strategies for dismantling ""hardened missile silos"". Finally they show how to access models quickly through intuition, and assess the effectiveness of any mental model. Purchasers of this book gain access to audio summaries on a companion web site, along with a new half-hour interview with the authors.",Colin Cook,2006,Business & Economics,Business & Economics,4.166666666666667,72,4.174994176462877
3612,"Power of the Witch: The Earth, the Moon, and the Magical Path to Enlightenment","The earth, the moon, and the magical path to enlightenment. Written by a practicing witch who conducts classes and seminars on witchcraft—the oldest Western religion, a means of power and enlightenment, and a healing art. “Laurie Cabot has written a fascinating account of a beautiful and sadly misunderstood religion, witchcraft. She has with her life and work done a great deal to legitimize this ancient pagan form of worship. I am among the ecumenical Christians who have discovered the truth about witchcraft, that it is neither demonic nor evil. Power of the Witch is a marvelous introduction to the magical and highly ethical world of wicca.”—Whitley Strieber",Laurie Cabot,2013,Body,Body,4.318681318681318,91,4.2626551421500904
3613,Power of Two (T*witches),Twin witches.,Harriet B. Gilmour,2003,Alex (Fictitious character),Other,4.380281690140845,71,4.286575015995692
3614,Power Thought Cards (Beautiful Card Deck),"""This little book is filled with positive affirmations. Every thought you think and every word you speak is an affirmation. So why not choose to use only positive affirmations to create a new way of thinking, acting, and feeling?…By reading these affirmations—one a day, several at a time, or just by opening the book at random—you’re taking the first step toward building a more rewarding life…I know you can do it!"" – Louise L. Hay",Louise Hay,2005,Self-Help,Self-Help,4.666666666666667,72,4.4377678990906135
3615,Power through prayer,"""Power Through Prayer"" by Edward M. Bounds. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",Edward M. Bounds,2021,Fiction,Fiction,4.5,84,4.362242967620229
3616,"Practical Algebra: A Self-Teaching Guide, Second Edition","Practical Algebra If you studied algebra years ago and now need arefresher course in order to use algebraic principles on the job,or if you're a student who needs an introduction to the subject,here's the perfect book for you. Practical Algebra is an easy andfun-to-use workout program that quickly puts you in command of allthe basic concepts and tools of algebra. With the aid of practical,real-life examples and applications, you'll learn: * The basic approach and application of algebra to problemsolving * The number system (in a much broader way than you have known itfrom arithmetic) * Monomials and polynomials; factoring algebraic expressions; howto handle algebraic fractions; exponents, roots, and radicals;linear and fractional equations * Functions and graphs; quadratic equations; inequalities; ratio,proportion, and variation; how to solve word problems, andmore Authors Peter Selby and Steve Slavin emphasize practical algebrathroughout by providing you with techniques for solving problems ina wide range of disciplines--from engineering, biology, chemistry,and the physical sciences, to psychology and even sociology andbusiness administration. Step by step, Practical Algebra shows youhow to solve algebraic problems in each of these areas, then allowsyou to tackle similar problems on your own, at your own pace.Self-tests are provided at the end of each chapter so you canmeasure your mastery.",Peter H. Selby,1991,Mathematics,Other,4.423076923076923,130,4.343457447053406
3617,Practical intuition : how to harness the power of your instinct and make it work for you,"Combines exercises, real-life examples, and personal accounts to explain how to draw on one's hidden intuitive powers",Laura Day,1996,Self-Help,Self-Help,4.078431372549019,51,4.1377086394432245
3618,Practice Makes Perfect: Spanish Verb Tenses,"Learn the Correct Verb Tenses for Speaking and Writing in Spanish! Mastering verb tenses in another language can be challenging. This accessible workbook provides a clear and engaging presentation of all aspects of Spanish verbs, combined with extensive practice that is ideal for beginning and intermediate language learners. There are plenty of examples illustrating why and when to use certain verb tenses. With numerous skill-building exercises, comprehensive verb conjugation tables, and new audio recordings and interactive review quizzes, you’ll learn to speak and write in Spanish in no time at all. The author uses humor and a healthy helping of celebrity references to keep you entertained while your learn. Practice Makes Perfect: Spanish Verb Tenses will help you: •Learn when and why to use different verb tenses•Reinforce your knowledge with everyday examples covering a wide range of topics•Build your verb skills using engaging exercises•Test your memorization with interactive quizzes•Study on-the-go with McGraw-Hill Education’s unique Language Lab app•Develop better pronunciation through extensive streaming audio recordings",Dorothy Richmond,2019,Foreign Language Study,Other,4.846153846153846,156,4.651466978169294
3619,"Prague Counterpoint (Zion Covenant, Book 2)","Although safe in Prague, violinist Elisa Lindheim grieves over her hometown of Vienna as Nazi forces lay waste to the city, and she must decide whether to help twin boys Charles and Louis or remain with the Jewish Underground.",Bodie Thoene,2005,Fiction,Fiction,4.8,60,4.479793617403312
3620,"Prayer for a child,","Ideal for sharing, this Caldecott Medal–winning beloved classic presents an illustrated prayer full of the intimate gentleness for familiar things, the love of friends and family, and the kindly protection of God. Bless this milk and bless this bread Bless this soft and waiting bed Where I presently shall be Wrapped in sweet security Winner of the Caldecott Medal and in print since 1941, this is a prayer for boys and girls all over the world. It carries a universal appeal for all ages and brings to our hearts and minds the deep responsibility of preserving for all times the faith and hopes of little children.",Rachel Field,2011,Juvenile Nonfiction,Juvenile Nonfiction,4.6571428571428575,105,4.476318836325966
3621,Praying God's Word: Breaking Free From Spiritual Strongholds,"Helps Christians decisively overcome specific strongholds--such as pride, addiction, loss, unbelief, temptation, and more--by praying God's Word, regardless of how overwhelmed or out of control a person may feel. Reprint.",Beth Moore,2009,Religion,Religion,4.787610619469026,226,4.6528323098811475
3622,Preacher Vol. 1: Gone to Texas,"Heartfelt, caustic, and unapologetically profane, Preacher follows the epic journey of the Reverend Jesse Custer as he tracks down a fugitive God to make him answer for the sufferings of His own creation. From the mansions of San Francisco to the foothills of the Alps to the sawdust-strewn bars of New York City, Jesse and his friends cut a righteous path across a fallen world and through the soul of America in their quest for the divine - an effort which will be met by every evil that Heaven and Earth can assemble.",Garth Ennis,2014,Comics & Graphic Novels,Other,4.565573770491803,122,4.4330171239326965
3623,Preacher Vol. 2: Until the End of the World,"This companion to Undead in the West (Scarecrow 2012) explores the blending of the Western genre with zombies, vampires, mummies, ghosts, and spirits in comics, graphic novels, literature, games, new media, fandom and material culture.",Cynthia J. Miller,2013,Performing Arts,Other,4.716981132075472,53,4.4235101879272385
3624,Precious Bane,"Born at the time of Waterloo in the wild country of Shropshire, Prudence Sarn is a wild, passionate girl, cursed with a hare lip -- her 'precious bane'. Cursed for it, too, by the superstitious people amongst whom she lives. Prue loves two things: the remote countryside of her birth and, hopelessly, Kester Woodseaves, the weaver. The tale of how Woodseaves gradually discerns Prue's true beauty is set against the tragic drama of Prue's brother, Gideon, a driven man who is out of harmony with the natural world.",Mary Webb,2013,Fiction,Fiction,4.838709677419355,93,4.56945697579376
3625,Predator (Kay Scarpetta Mysteries),"Kay Scarpetta and her colleague Pete Marino investigate the case of a man killed by a shotgun blast to the chest, while a woman is trapped in an abandoned house in the South after being kidnapped by an unknown captor, and on Cape Cod, Kay's niece Lucy Farinelli begins to suspect that she has made a terrible mistake. Reissue.",Patricia Daniels Cornwell,2012,Fiction,Fiction,1.840085287846482,469,2.125419854261075
3626,"Predators: Pedophiles, Rapists, and Other Sex Offenders: Who They Are, How They Operate, and How We Can Protect Ourselves and Our Children","What motivates sexual abusers? Why are so few caught? Drawing on the stories of abusers, Anna C. Salter shows that sexual predators use sophisticated deception techniques and rely on misconceptions surrounding them to evade discovery. Arguing that even the most knowledgeable among us can be fooled, Salter dispels the myths about sexual predators and gives us the tools to protect our families and ourselves.",Anna Salter,2004,Psychology,Other,4.2727272727272725,66,4.228810703629115
3627,Pregnancy for Dummies,"Includes information on selecting a doctor, hospital, midwife, or other birthing options, and nutrition and exercises, accompanied by a trimester-by-trimester guide showing how the baby grows and changes.",Joanne Stone,2014,Health & Fitness,Health & Fitness,3.7636363636363637,55,3.991451684795117
3628,Prelude To Foundation,"In the year 12,020 G.E., Hari Seldon arrives in the domed city of Trantor and begins to develop his theory of psychohistory, which predicts the rise of a power greater than the Empire. Reissue.",Isaac Asimov,1989,Fiction,Fiction,4.369127516778524,149,4.312963561567356
3629,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements","Prescription for Nutritional Healing is the nation's #1 bestselling guide to natural remedies. The new fifth edition incorporates the most recent information on a variety of alternative healing and preventive therapies and unveils new science on vitamins, supplements, and herbs. With an A-to-Z reference to illnesses, updates include: How omega-3 and exercise may help those suffering from Alzheimer's Current information on the latest drug therapies for treating AIDs What you need to know about H1N1 virus Nutritional information for combating prostate cancer Leading research on menopause and bio identical hormones And much, much more In the twenty years since the first edition was released, the natural health movement has gone mainstream, and the quest for optimal nutrition is no longer relegated to speciality stores. With more than 800 pages of comprehensive facts about all aspects of alternative ways to wellness, Prescription for Nutritional Healing, Fifth Edition, unites the best of age-old remedies with twenty-first- century science.",Phyllis A. Balch CNC,2010,Health & Fitness,Health & Fitness,4.750741839762611,337,4.659139806406503
3630,Preserver (Star Trek),"In the Mirror Universe the tyrannical Emperor Tiberius, once captain of the ISS Enterprise, had great success turning captured alien weaponry to his advantage. Until, that is, his failure to seize the tantalising advances of the ancient First Federation. Now, in the more peaceful universe of the United Federation of Planets, Tiberius sees his second chance. And a new ally will help him take it - his alter ego for whom he has nothing but contempt - Starfleet Captain James T. Kirk. Honorable, idealistic and decent, James T. Kirk is many things Tiberius is not. But he is also a man deeply in love with his wife - and Teilani is dying. To save her life, Kirk is prepared to compromise his ideals and enter into his most dangerous alliance yet. Battling Captain Jean-Luc Picard and a new generation of Starfleet heroes, Kirk must guide Tiberius to a long-abandoned First Federation base which conceals a power so great it will enable Tiberius to conquer the mirror universe - and his own. But on that journey Kirk uncovers long-hidden secrets that raise the stakes far beyond the mere survival of family and friends. At the heart of their quest, something else is waiting: an object from a civilisation whose technology is far more advanced than any Kirk or Tiberius could hope to acquire, placed there for Kirk's eyes only by mysterious aliens who appear to have influenced life within the galaxy over eons of time - a message from the Preservers...",William Shatner,2012,Fiction,Fiction,4.142857142857143,70,4.162771867966031
3631,Presidential Leadership: Rating the Best and the Worst in the White House (Wall Street Journal Book),"What makes a president great? Two of America's most prominent institutions, The Wall Street Journal and the Federalist Society, with the help of a wide array of eminent scholars, journalists, and political leaders, tackle this question in Presidential Leadership, the definitive ranking of our nation's chief executives. Based on a survey conducted by the Federalist Society and the Journal, Presidential Leadership examines presidential performance in this collection of provocative, enlightening essays written by a distinguished and diverse group of authors. The survey included seventy-eight liberal and conservative scholars, balancing the sample to reflect the political makeup of the U.S. population as a whole. It represents the first national survey in book form that provides a complete ranking of the presidents, along with an appendix that explains the methodology in detail and includes a wide range of valuable data. The result is an important, fresh, and engaging book, rating the presidents from Washington to Clinton and including an early assessment of George W. Bush's presidency by Journal editorial page editor Paul Gigot. Nearly fifty contributors provide their insights, with one essay on each president or on a broader issue of presidential leadership. Among them: • Forrest McDonald on Thomas Jefferson • Lynne Cheney on James Madison • Douglas Brinkley on James Polk • Christopher Buckley on James Buchanan • Jay Winik on Abraham Lincoln • John McCain on Theodore Roosevelt • Robert Dallek on Lyndon B. Johnson • Peggy Noonan on John F. Kennedy • Paul Johnson on Bill Clinton Their compelling essays, packed with fascinating and often surprising insights, analyze the best and worst of our commanders in chief. Presidential Leadership is the lively result, at once a valuable reference and a tremendously readable collection.",James Taranto,2004,History,History,3.5555555555555554,63,3.8747984544954224
3632,President Reagan: The Role of a Lifetime,"Hailed by the New Yorker as ""a superlative study of a president and his presidency,"" Lou Cannon's President Reagan remains the definitive account of our most significant presidency in the last fifty years. Ronald Wilson Reagan, the first actor to be elected president, turned in the performance of a lifetime. But that performance concealed the complexities of the man, baffling most who came in contact with him. Who was the man behind the makeup? Only Lou Cannon, who covered Reagan through his political career, can tell us. The keenest Reagan-watcher of them all, he has been the only author to reveal the nature of a man both shrewd and oblivious. Based on hundreds of interviews with the president, the First Lady, and hundreds of the administration's major figures, President Reagan takes us behind the scenes of the Oval Office. Cannon leads us through all of Reagan's roles, from the affable cowboy to the self-styled family man; from the politician who denounced big government to the president who created the largest peace-time deficit; from the statesman who reviled the Soviet government to the Great Communicator who helped end the cold war.",Lou Cannon,2008,Biography & Autobiography,Biography & Autobiography,3.6315789473684212,57,3.926018050618149
3633,Presumed Guilty (HI 238),"The Hong Kong Bill of Rights Ordinance came into force in June 1991, ushering in an important new stage of development in the Hong Kong legal system. This series contains all the judgements in which Bill of Rights issues are decided, and is thus an invalu",Andrew Byrnes,1995,Law,Other,3.6610169491525424,59,3.9352758239952745
3634,Presumed Guilty: What the Jury Never Knew About Laci Peterson's Murder and Why Scott Peterson Should Not Be on Death Row,A former attorney of the Scott Peterson defense team presents evidence uncovered in his investigation which was excluded from the trial and which he alleges would have changed the verdict returned by the jury which put the defendent on death row.,Matt Dalton,2005,True Crime,Other,2.6901408450704225,71,3.4042220748192213
3635,Presumption: An Entertainment,"Elizabeth and Darcy are caught up in the trials and tribulations of Darcy's headstrong sister, Georgiana, who must choose between the affections of two very different suitors, a well-placed navy captain and a brash young architect.",Julia Barrett,1995,Fiction,Fiction,3.0153846153846153,65,3.599801555195493
3636,"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine","The story of America's greatest running legend. For five years, no American runner could beat him at any distance over a mile. But at the age of 24, with his best years still ahead, long-distance runner Steve Prefontaine finally lost. Driving alone at night after a party, Prefontaine crashed his sports car, putting a tragic, shocking end to the life and career of one of the most influential, accomplished runners of our time. More than 20 years later, Pre continues to influence the running world. From his humble origins in Coos Bay, Oregon, Pre became the first person to win four NCAA titles in one event. Year after year, he was virtually unbeatable. Instead of becoming one of the new breed of professional track athletes, Pre chose to stay amateur and fight for the adequate funding he felt American amateur athletes deserved. A man of incredible desire and energy, Pre trained relentlessly. In his drive to be the best, he spurred others to do their best. As one racer said, ""He ran every race as if it were his last."" But Pre not only touched runners; his exciting technique as well as his maverick lifestyle made him a favorite of the fans. A race with Prefontaine in it was automatically an event. His brief but brilliant life—documented by author Tom Jordan—is the tale of a true American hero. This is his story. ""Some people create with words or with music or with a brush and paints. I like to make something beautiful when I run. I like to make people stop and say, 'I've never seen anyone run like that before.' It's more than just a race, it's style. It's doing something better than anyone else. It's being creative."" —Steve Prefontaine *The e-book edition does not include photos",Tom Jordan,2012,Biography & Autobiography,Biography & Autobiography,4.457142857142857,70,4.325734830928993
3637,"Pretties (Uglies Trilogy, Book 2)",Scott Westerfeld's bestselling Uglies series in a collectible paperback boxed-set!,Scott Westerfeld,2009,Juvenile Fiction,Juvenile Fiction,4.284090909090909,264,4.264359277128918
3638,Prewrath Rapture of the Church,"In a readable, informative style, (complete with twenty-five charts), Rosenthal takes a fresh look at the biblical prophecies concerning end-times events and helps us understand what impact they should have on our daily Christian lives.",Marvin J. Rosenthal,1990,Religion,Religion,4.345454545454546,55,4.258118351461784
3639,Prey,"Tropical rainforests cover only about 6% of the earth's surface, yet they are home to more than half the world's species. This book looks at the biology and behaviour of predators and prey describing how they live together in harmony and balance and how vital they are to the wellbeing of the whole world. It is one of a series of books which aims to provide an understanding of the unique ecosystems of the rainforest. It describes the amazing plants and animals and how they interact, and addresses local and global environmental and conservation issues.",Michael Chinery,2000,Predation (Biology),Other,3.488421052631579,950,3.5329795095324275
3640,Price of Honor: Muslim Women Lift the Veil of Silence on the Islamic World,"A NEW YORK TIMES NOTABLE BOOK “Explains powerfully how Muslim women are affected by the rise of fundamentalism.”—Dan Rather In recent years, the expanding movement of militant Islam has changed the way millions think, behave, dress, and live, but nowhere has its impact been more powerfully felt than in its dramatic, often devastating effect on the lives of women. Award-winning journalist Jan Goodwin traveled through ten Islamic countries and interviewed hundreds of Muslim women, from professionals to peasants, from royalty to rebels. The result is an unforgettable journey into a world where women are confined, isolated, even killed for the sake of a “code of honor” created and zealously enforced by men. Price of Honor brings to life a world in which women have become pawns in a bitter power game, and gives readers a provocative look inside Muslim society today—in their own words.",Jan Goodwin,2002,Religion,Religion,4.0,75,4.085530015538672
3641,Pride and Prejudice,"In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.",Jane Austen,1995,Fiction,Fiction,4.527661872269403,20371,4.526569495115258
3642,Pride & Prejudice (Classic Library),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",Ibi Zoboi,2018,Young Adult Fiction,Other,4.527968596663396,2038,4.517343890715842
